smiles	molid
NC(=O)c1ccc(-c2ccc(C(=O)O)c(O)c2)cc1	mol23134
O=C(Nc1ccccc1C(=O)O)c1ccc(O)cc1	mol23135
O=C(Nc1ccccc1C(=O)O)c1ccccc1O	mol23136
O=C(Nc1ccccc1C(=O)O)c1cccc(O)c1	mol23137
O=C(O)c1cccc2c1Cc1c(Cl)cccc1C2	mol23138
C[N+](C)(C)c1cc(C(=O)O)cc([S@TB12](=O)(=O)[O-])c1	mol23139
O=C(O)c1ccc(CS(=O)(=O)c2ccccc2)cc1	mol23140
CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3	mol23141
O=C(O)c1cccc(CI)c1	mol23142
O=C(O)c1ccc(CI)cc1	mol23143
O=C(O)c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1O	mol23144
Cc1cccc2c3c4cccc(C(=O)O)c4c(c12)CC3	mol23145
O=C(O)c1ccc(O)c(I)c1	mol23146
O=C(O)c1ccc(I)c(O)c1	mol23147
O=C(O)c1cccc2c3c4cccc(O)c4c(c12)CC3	mol23148
Cc1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O	mol23149
O=C(O)c1cccc2cc3cccc(C(=O)O)c3cc12	mol23150
[C-]#[N+]c1ccc(C(=O)Nc2ccccc2C(=O)O)cc1	mol23151
O=C(O)c1cccc2c3c4cccc(F)c4c(c12)CC3	mol23152
C[Si](C)(C)c1cc(C(=O)O)cc([Si](C)(C)C)c1	mol23153
Nc1cc(C(=O)O)c2c(c1)C(=O)c1ccccc1C2=O	mol23154
Nc1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O	mol23155
Nc1cc(C(=O)O)cc2c1C(=O)c1ccccc1C2=O	mol23156
O=C(O)c1ccc(O)c2c1C(=O)c1ccccc1C2=O	mol23157
O=C(O)c1cc(O)c2c(c1)C(=O)c1ccccc1C2=O	mol23158
CC(C)(C)c1c([N+](=O)[O-])cc(C(=O)O)cc1[N+](=O)[O-]	mol23159
O=C(O)c1cccc2c1Cc1c(cccc1C(=O)O)C2	mol23160
C=COc1ccc(N(C)c2ccccc2C(=O)O)cc1	mol23161
COc1ccc(C(=O)Cc2ccccc2C(=O)O)cc1	mol23162
CCOC(=O)c1ccccc1-c1ccccc1C(=O)O	mol23163
COc1cc([N+](=O)[O-])c(C(=O)O)c(C(=O)O)c1OC	mol23164
COc1ccc(C(=O)Nc2ccc(C(=O)O)cc2)cc1	mol23165
COc1ccc(C(=O)Nc2cccc(C(=O)O)c2)cc1	mol23166
COc1ccc(NC(=O)c2ccc(C(=O)O)cc2)cc1	mol23167
COc1cccc(NC(=O)c2ccc(C(=O)O)cc2)c1	mol23168
CCN(CC)C(=O)c1cccc2cccc(C(=O)O)c12	mol23169
COc1cc([N+](=O)[O-])c([N+](=O)[O-])c(C(=O)O)c1OC	mol23170
N#Cc1ccc(C(=O)O)cc1I	mol23171
O=C(O)c1cccc(N(C(F)(F)F)C(F)(F)F)c1	mol23172
O=C(O)c1ccc(N(C(F)(F)F)C(F)(F)F)cc1	mol23173
N#Cc1cccc2c3c4cccc(C(=O)O)c4c(c12)CC3	mol23174
O=C(O)c1c(-c2ccccc2)cccc1-c1ccccc1	mol23175
O=C(O)c1ccc(C(=O)Nc2ccc(Cl)cc2)cc1	mol23176
O=C(O)c1ccc(C(=O)Nc2cccc(Cl)c2)cc1	mol23177
O=C(O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1	mol23178
O=C(O)c1ccc(NC(=O)c2cccc(Cl)c2)cc1	mol23179
O=C(Nc1ccccc1C(=O)O)c1ccc(Cl)cc1	mol23180
O=C(O)c1ccc(-c2ccc(Br)cc2)cc1	mol23181
O=C(O)c1ccc(-c2ccccc2Br)cc1	mol23182
O=C(O)c1cccc(CS(=O)Oc2ccccc2)c1	mol23183
O=C(O)c1cccc(NS(=O)(=O)c2ccccc2)c1	mol23184
O=C(O)c1ccc(Br)cc1Br	mol23185
O=C(O)c1cc(Br)cc(Br)c1	mol23186
O=C(O)c1c(Br)cccc1Br	mol23187
CS(=O)(=O)c1ccc(C(=O)O)cc1Br	mol23188
O=C(O)c1ccc(OS(=O)(=O)c2ccccc2)cc1	mol23189
O=C(O)c1cccc(OS(=O)(=O)c2ccccc2)c1	mol23190
COc1cccc2c3c4cccc(C(=O)O)c4c(c12)CC3	mol23191
CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1[N+](=O)[O-]	mol23192
O=C(O)c1ccc(S)c(I)c1	mol23193
O=C(O)c1cc([S@TB12](=O)(=O)O)cc([S@TB3](=O)(=O)O)c1	mol23194
CNc1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O	mol23195
O=C(O)c1ccc(-n2c(-c3ccccc3)n[nH]c2=O)cc1	mol23196
O=C(O)c1ccc(Cl)c(I)c1	mol23197
O=C(O)c1cccc2c3c4cccc(Cl)c4c(c12)CC3	mol23198
COc1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O	mol23199
Cc1cccc(C)c1/N=N/c1c(C)cc(C(=O)O)cc1C	mol23200
COC(=O)c1c([N+](=O)[O-])cc(OC)c(OC)c1C(=O)O	mol23201
COC(=O)c1c(OC)c(OC)cc([N+](=O)[O-])c1C(=O)O	mol23202
O=C(O)c1ccc(Cl)c2c1C(=O)c1ccccc1C2=O	mol23203
O=C(O)c1cc(Cl)cc2c1C(=O)c1ccccc1C2=O	mol23204
O=C(O)c1cc(Cl)c2c(c1)C(=O)c1ccccc1C2=O	mol23205
O=C(O)c1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1	mol23206
O=C(O)c1ccc(C(=O)Nc2ccc([N+](=O)[O-])cc2)cc1	mol23207
O=C(Nc1ccccc1C(=O)O)c1ccc([N+](=O)[O-])cc1	mol23208
O=C(Nc1ccccc1C(=O)O)c1cccc([N+](=O)[O-])c1	mol23209
O=C(O)c1ccc(N(c2ccccc2)c2ccccc2)cc1	mol23210
O=C(O)c1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1	mol23211
O=C(O)c1cccc(C(F)(C(F)(F)F)C(F)(F)F)c1	mol23212
O=C(O)c1cc(I)cc(C(=O)O)c1	mol23213
O=C(O)c1ccccc1-c1ccc2ccccc2c1C(=O)O	mol23214
O=C(O)c1cccc2c3c4cccc(C(=O)O)c4c(c12)CC3	mol23215
O=C(O)c1cc(I)cc([N+](=O)[O-])c1	mol23216
O=C(O)c1ccc(I)c([N+](=O)[O-])c1	mol23217
CSc1ccc(C(=O)O)cc1I	mol23218
CN(C)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O	mol23219
O=C(O)c1ccc(-n2c(C(=O)c3ccccc3)n[nH]c2=O)cc1	mol23220
O=C(O)c1ccc([N+](=O)[O-])c2c1C(=O)c1ccccc1C2=O	mol23221
O=C(O)c1c2cccc1COCCOCCOCCOC2	mol23222
O=C(O)c1cc2c(c([N+](=O)[O-])c1)C(=O)c1ccccc1C2=O	mol23223
O=C(O)c1cc(I)c2ccccc2c1	mol23224
O=C(O)c1ccc2cc(I)ccc2c1	mol23225
O=C(O)c1ccc2ccc(I)cc2c1	mol23226
O=C(O)c1ccc2cccc(I)c2c1	mol23227
Cc1ccc(-c2cccc(-c3ccc(C)cc3)c2C(=O)O)cc1	mol23228
COC(=O)c1cccc2c3c4cccc(C(=O)O)c4c(c12)CC3	mol23229
O=C(Nc1ccccc1C(=O)O)c1ccc(C(F)(F)F)cc1	mol23230
O=C(O)c1c(-c2ccc(F)cc2)cccc1-c1ccc(F)cc1	mol23231
O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1ccccc13)OCO2	mol23232
CCN(CC)C(=O)c1c(C(=O)O)ccc2cccc(C(=O)O)c12	mol23233
C[Si](c1ccccc1)(c1ccccc1)c1ccc(C(=O)O)cc1	mol23234
CC(C)(C)C(=O)Nc1cccc(NC(=O)C(C)(C)C)c1C(=O)O	mol23235
CCCC[N+](CCCC)(CCCC)Cc1ccc(C(=O)O)cc1	mol23236
O=C(O)c1ccc(-c2ccc(I)cc2)cc1	mol23237
O=C(O)c1ccc(-c2ccccc2I)cc1	mol23238
O=C(O)c1c(Br)c(O)c(O)c(O)c1Br	mol23239
CS(=O)(=O)c1ccc(C(=O)O)cc1I	mol23240
Cc1cccc(C)c1-c1cccc(-c2c(C)cccc2C)c1C(=O)O	mol23241
Cc1cc(C)cc(-c2cccc(-c3cc(C)cc(C)c3)c2C(=O)O)c1	mol23242
O=C(O)c1cc([N+](=O)[O-])ccc1-c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	mol23243
COc1cccc(-c2cccc(-c3cccc(OC)c3)c2C(=O)O)c1	mol23244
COc1ccc(-c2cccc(-c3ccc(OC)cc3)c2C(=O)O)cc1	mol23245
COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3	mol23246
O=C(O)c1c(-c2ccc(Cl)cc2)cccc1-c1ccc(Cl)cc1	mol23247
CC(=O)c1cccc(-c2cccc(-c3cccc(C(C)=O)c3)c2C(=O)O)c1	mol23248
CC(=O)c1ccc(-c2cccc(-c3ccc(C(C)=O)cc3)c2C(=O)O)cc1	mol23249
O=C(Nc1cccc(NC(=O)c2ccccc2)c1C(=O)O)c1ccccc1	mol23250
O=C(O)c1cc(I)cc(I)c1	mol23251
O=C(O)c1c(I)cccc1I	mol23252
O=C(O)c1ccc(C2(c3ccc(C(=O)O)cc3)OC(=O)c3ccccc32)cc1	mol23253
O=C(O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc1	mol23254
O=C(O)c1c2cccc1COCCOCCOCCOCCOCCOC2	mol23255
O=C(O)c1c(-c2ccc(Br)cc2)cccc1-c1ccc(Br)cc1	mol23256
O=C(O)c1c(NS(=O)(=O)c2ccccc2)cccc1NS(=O)(=O)c1ccccc1	mol23257
COc1cc(OC)c(OC)c([C@@H]2OC(=O)c3c2c(C(=O)O)c2cccc(OC)c2c3OC)c1	mol23258
O=C(O)c1c2cccc1COCCOCCOCCOCCOCCOCCOCCOC2	mol23259
O=C(O)c1c2cccc1COCCOCCOCCOCCOCCOCCOCCOCCOC2	mol23260
O=C(O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)NC1CCCCC1	mol23261
O=C(O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OC1CCCCC1	mol23262
O=C(O)c1c2cccc1COCCOCCOCCOCCOCCOCCOCCOCCOCCOC2	mol23263
O=C(O)c1c2cccc1COCCOCCOCCOCCOC2	mol23264
O=C(O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)NC1CCCCC1NC(=O)C(F)(F)F	mol23265
O=C(O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)N[C@@H]1CCCC[C@H]1NC(=S)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	mol23266
O=C(O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)N[C@@H]1CCCC[C@H]1NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1	mol23267
O=C(O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)O[C@@H]1CCCC[C@H]1NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1	mol23268
O=C(O)c1c2cccc1COCCOCCOCCOCCOCCOCCOC2	mol23269
O=C(O)C[n+]1ccccc1	mol23270
C=C(C(=O)O)c1ccccc1	mol23271
Cc1cccc(CC(=O)O)c1	mol23272
O=C(O)Cc1ccc(O)cc1	mol23273
O=C(O)Cc1cccc(O)c1	mol23274
O=C(O)CC[n+]1ccccc1	mol23275
O=C(O)Cc1ccccc1F	mol23276
N#Cc1ccc(CC(=O)O)cc1	mol23277
N#Cc1cccc(CC(=O)O)c1	mol23278
C/C(=C\C(=O)O)c1ccccc1	mol23279
Cc1cccc(/C=C\C(=O)O)c1	mol23280
C/C(=C/c1ccccc1)C(=O)O	mol23281
Cc1ccc(/C=C\C(=O)O)cc1	mol23282
C/C(=C/C(=O)O)c1ccccc1	mol23283
C/C(=C\c1ccccc1)C(=O)O	mol23284
O=C(O)/C=C/Oc1ccccc1	mol23285
O=C(O)/C=C\Oc1ccccc1	mol23286
CC(C)(C(=O)O)c1ccccc1	mol23287
Cc1cc(C)cc(CC(=O)O)c1	mol23288
Cc1ccc(C(C)C(=O)O)cc1	mol23289
CC(Cc1ccccc1)C(=O)O	mol23290
CCc1ccccc1CC(=O)O	mol23291
O=C(O)C(=O)Nc1ccccc1	mol23292
CC(Nc1ccccc1)C(=O)O	mol23293
Nc1ccc(CCC(=O)O)cc1	mol23294
O=C(O)CCNc1ccccc1	mol23295
Cc1ccccc1NCC(=O)O	mol23296
O=C(O)/C=C\c1ccc(F)cc1	mol23297
O=C(O)/C=C/c1cccc(F)c1	mol23298
O=C(O)/C=C/c1ccc(F)cc1	mol23299
O=C(O)/C(F)=C/c1ccccc1	mol23300
O=C(O)Cc1cccc(CO)c1	mol23301
COC(C(=O)O)c1ccccc1	mol23302
COc1cccc(CC(=O)O)c1	mol23303
O=C(O)C(O)Cc1ccccc1	mol23304
O=C(O)CCc1cccc(O)c1	mol23305
O=C(O)CCc1ccc(O)cc1	mol23306
O=C(O)CCC[n+]1ccccc1	mol23307
O=C(O)Cc1cc(O)ccc1O	mol23308
O=C(O)CCc1cccc(F)c1	mol23309
O=C(O)CCc1ccc(F)cc1	mol23310
O=C(O)C1=CCCc2ccccc21	mol23311
O=C(O)/C=C/C=C/c1ccccc1	mol23312
O=C(O)C1C=CCc2ccccc21	mol23313
O=C(O)C1C=Cc2ccccc2C1	mol23314
O=C(O)C1=Cc2ccccc2CC1	mol23315
O=C(O)C1=CCc2ccccc2C1	mol23316
N#Cc1cccc(CCC(=O)O)c1	mol23317
N#Cc1ccc(CCC(=O)O)cc1	mol23318
N#Cc1ccc(NCC(=O)O)cc1	mol23319
O=C(O)Cc1ccc(C2CC2)cc1	mol23320
O=C(O)C1CCCc2ccccc21	mol23321
C/C(C(=O)O)=C(/C)c1ccccc1	mol23322
O=C(O)C1CCc2ccccc2C1	mol23323
Cc1cc(C)cc(/C=C/C(=O)O)c1	mol23324
C/C(=C\c1ccc(C)cc1)C(=O)O	mol23325
CC/C(=C\c1ccccc1)C(=O)O	mol23326
N#Cc1ccccc1OCC(=O)O	mol23327
NCc1ccc(/C=C/C(=O)O)cc1	mol23328
Cc1ccc(O/C=C\C(=O)O)cc1	mol23329
Cc1cccc(O/C=C\C(=O)O)c1	mol23330
CC(C)(CC(=O)O)c1ccccc1	mol23331
CCc1ccc(C(C)C(=O)O)cc1	mol23332
Cc1ccc(C(C)CC(=O)O)cc1	mol23333
CCC(CC(=O)O)c1ccccc1	mol23334
Cc1cc(C)cc(CCC(=O)O)c1	mol23335
O=CNc1ccc(CC(=O)O)cc1	mol23336
Cc1cccc(NC(=O)C(=O)O)c1	mol23337
Cc1ccc(NC(=O)C(=O)O)cc1	mol23338
CN(C)c1ccc(CC(=O)O)cc1	mol23339
CC(C)(Nc1ccccc1)C(=O)O	mol23340
CCC(Nc1ccccc1)C(=O)O	mol23341
NCc1cccc(CCC(=O)O)c1	mol23342
Cc1ccc(NC(C)C(=O)O)cc1	mol23343
Cc1ccccc1NC(C)C(=O)O	mol23344
CC(CNc1ccccc1)C(=O)O	mol23345
Cc1cc(C)cc(NCC(=O)O)c1	mol23346
O=C(O)C#Cc1cccc(Cl)c1	mol23347
O=C(O)C#Cc1ccccc1Cl	mol23348
O=C(O)C#Cc1ccc(Cl)cc1	mol23349
O=C(O)/C=C/Sc1ccccc1	mol23350
O=C(O)/C=C\Sc1ccccc1	mol23351
O=C(O)/C(S)=C/c1ccccc1	mol23352
COc1ccc(C(=O)C(=O)O)cc1	mol23353
C[Si](C)(C(=O)O)c1ccccc1	mol23354
COc1ccc(C(C)C(=O)O)cc1	mol23355
CC(C)(Oc1ccccc1)C(=O)O	mol23356
CCC(Oc1ccccc1)C(=O)O	mol23357
O=C(O)CCCC[n+]1ccccc1	mol23358
O=C(O)/C(Cl)=C\c1ccccc1	mol23359
C=C(C(=O)O)c1cccc(Cl)c1	mol23360
O=C(O)/C=C\c1ccccc1Cl	mol23361
O=C(O)/C(Cl)=C/c1ccccc1	mol23362
O=C(O)/C=C(/Cl)c1ccccc1	mol23363
O=C(O)/C=C(\Cl)c1ccccc1	mol23364
O=C(O)/C=C\c1ccc(Cl)cc1	mol23365
O=C(O)C(S)Cc1ccccc1	mol23366
O=C(O)CCSc1ccccc1	mol23367
O=C(O)C(=O)Nc1ccc(F)cc1	mol23368
CC(C(=O)O)c1ccc(Cl)cc1	mol23369
O=C(O)/C(S)=C/C1CCCCC1	mol23370
O=C(O)C(F)(F)Oc1ccccc1	mol23371
CCC/C(=C\c1ccccc1)C(=O)O	mol23372
CC(C)c1ccc(/C=C/C(=O)O)cc1	mol23373
CC/C(=C\c1ccc(C)cc1)C(=O)O	mol23374
O=C(O)C#Cc1ccc([N+](=O)[O-])cc1	mol23375
O=C(O)C#Cc1ccccc1[N+](=O)[O-]	mol23376
O=C(O)C#Cc1cccc([N+](=O)[O-])c1	mol23377
O=C(O)Cc1c[nH]c2ccc(O)cc12	mol23378
CN(C)c1ccc(/C=C/C(=O)O)cc1	mol23379
CC(=O)c1ccc(NCC(=O)O)cc1	mol23380
COc1ccc(/C=C(\C)C(=O)O)cc1	mol23381
CC(CC(=O)O)c1ccc(C=O)cc1	mol23382
Cc1ccc(C(C)(C)CC(=O)O)cc1	mol23383
CC(C)c1ccc(C(C)C(=O)O)cc1	mol23384
CC(C)c1ccc(CCC(=O)O)cc1	mol23385
CCc1ccc(C(C)CC(=O)O)cc1	mol23386
CCC(CC(=O)O)c1ccc(C)cc1	mol23387
CC(C)C(CC(=O)O)c1ccccc1	mol23388
CCCC(CC(=O)O)c1ccccc1	mol23389
CC(C)(C)c1cccc(CC(=O)O)c1	mol23390
C=C(C(=O)O)c1ccc([N+](=O)[O-])cc1	mol23391
C=C(C(=O)O)c1cccc([N+](=O)[O-])c1	mol23392
O=C(O)/C=C\c1ccc([N+](=O)[O-])cc1	mol23393
O=C(O)/C=C/c1ccc([N+](=O)[O-])cc1	mol23394
O=C(O)CNC(=O)Cc1ccccc1	mol23395
CC(=O)N(CC(=O)O)c1ccccc1	mol23396
CC(=O)Nc1ccc(CC(=O)O)cc1	mol23397
Cc1ccccc1NC(C)(C)C(=O)O	mol23398
Cc1ccc(NC(C)(C)C(=O)O)cc1	mol23399
CCC(Nc1ccccc1C)C(=O)O	mol23400
CC(C)(CC(=O)O)c1ccc(N)cc1	mol23401
Cc1ccc(NCC(C)C(=O)O)cc1	mol23402
O=C(O)C(=O)c1ccccc1C(=O)O	mol23403
Cc1ccc(S/C=C\C(=O)O)cc1	mol23404
Cc1ccc(S/C=C/C(=O)O)cc1	mol23405
COc1cccc(O/C=C\C(=O)O)c1	mol23406
COc1ccc(O/C=C\C(=O)O)cc1	mol23407
COc1ccc(C)cc1C(=O)C(=O)O	mol23408
COc1ccc(C(=O)C(=O)O)cc1C	mol23409
CC(C)(CC(=O)O)c1ccc(O)cc1	mol23410
Cc1cc(C)c(C(O)C(=O)O)c(C)c1	mol23411
COc1ccc(CC(C)C(=O)O)cc1	mol23412
COc1cccc(CC(C)C(=O)O)c1	mol23413
COc1ccc(C(C)CC(=O)O)cc1	mol23414
COc1cccc(NC(=O)C(=O)O)c1	mol23415
COc1ccc(NC(=O)C(=O)O)cc1	mol23416
O=C(O)/C=C\[S+]([O-])c1ccccc1	mol23417
O=C(O)/C=C/[S+]([O-])c1ccccc1	mol23418
C/C(=C\c1cccc(Cl)c1)C(=O)O	mol23419
C/C(=C\c1ccc(Cl)cc1)C(=O)O	mol23420
O=C(O)CNc1ccc([N+](=O)[O-])cc1	mol23421
O=C(O)CCC(=O)c1ccc(F)cc1	mol23422
COc1cc(CCC(=O)O)ccc1O	mol23423
CC(C)(CC(=O)O)c1ccc(F)cc1	mol23424
O=C(O)/C=C\Oc1cccc(Cl)c1	mol23425
O=C(O)/C=C\Oc1ccc(Cl)cc1	mol23426
O=C(O)CC[S+]([O-])c1ccccc1	mol23427
CC(Cc1cccc(Cl)c1)C(=O)O	mol23428
CC(Cc1ccc(Cl)cc1)C(=O)O	mol23429
CC(CC(=O)O)c1ccc(Cl)cc1	mol23430
COc1cc(C(O)C(=O)O)ccc1O	mol23431
COc1ccc(C(O)C(=O)O)cc1O	mol23432
O=C(O)C(=O)Nc1cccc(Cl)c1	mol23433
O=C(O)C(=O)Nc1ccc(Cl)cc1	mol23434
O=C(O)CNc1cccc2ccccc12	mol23435
O=C(O)CNc1ccc2ccccc2c1	mol23436
CC(C)(CC(=O)O)c1ccc(C#N)cc1	mol23437
O=C(O)Cc1cccc(C(F)(F)F)c1	mol23438
O=C(O)Cc1ccc(C(F)(F)F)cc1	mol23439
C/C=C/Oc1ccc(/C=C/C(=O)O)cc1	mol23440
C/C(=C\c1ccc(C(C)C)cc1)C(=O)O	mol23441
CCC/C(=C\c1ccc(C)cc1)C(=O)O	mol23442
O=C(O)/C(S)=C/C=C/c1ccccc1	mol23443
CC(C)Oc1ccc(/C=C/C(=O)O)cc1	mol23444
CC/C(=C\c1ccc(OC)cc1)C(=O)O	mol23445
C[N+](C)(C)c1ccc(/C=C/C(=O)O)cc1	mol23446
C[N+](C)(C)c1cccc(/C=C/C(=O)O)c1	mol23447
C[N+](C)(C)c1ccc(/C=C\C(=O)O)cc1	mol23448
CC(C)(C)Cc1ccc(CC(=O)O)cc1	mol23449
CC(C(=O)O)c1ccc(C(C)(C)C)cc1	mol23450
CC(C)(C)c1ccc(CCC(=O)O)cc1	mol23451
CC(Cc1ccc(C(C)C)cc1)C(=O)O	mol23452
CC(C)c1ccc(C(C)CC(=O)O)cc1	mol23453
Cc1ccc(C(CC(=O)O)C(C)C)cc1	mol23454
CCCC(CC(=O)O)c1ccc(C)cc1	mol23455
C/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)O	mol23456
C/C(=C\c1cccc([N+](=O)[O-])c1)C(=O)O	mol23457
CC(=O)N(c1ccccc1)C(C)C(=O)O	mol23458
CC(=O)N(CC(=O)O)c1ccccc1C	mol23459
COc1ccc(C(C)(C)CC(=O)O)cc1	mol23460
CC(C)Oc1ccc(CCC(=O)O)cc1	mol23461
Cc1cc(CC(=O)O)cc(C)c1[N+](=O)[O-]	mol23462
O=C(O)C(=O)Nc1ccc([N+](=O)[O-])cc1	mol23463
Cc1ccc([S+]([O-])/C=C\C(=O)O)cc1	mol23464
COc1ccc(S/C=C/C(=O)O)cc1	mol23465
Cc1ccc([S+]([O-])/C=C/C(=O)O)cc1	mol23466
COc1ccc(S/C=C\C(=O)O)cc1	mol23467
CC/C(=C\c1ccc(Cl)cc1)C(=O)O	mol23468
CC/C(=C\c1cccc(Cl)c1)C(=O)O	mol23469
COc1ccc(C(=O)C(=O)O)cc1OC	mol23470
COC(=O)c1ccc(OCC(=O)O)cc1	mol23471
O=C(O)CCNc1cccc([N+](=O)[O-])c1	mol23472
O=C(O)CCNc1ccc([N+](=O)[O-])cc1	mol23473
O=C(O)/C=C/S(=O)(=O)c1ccccc1	mol23474
O=C(O)/C=C\S(=O)(=O)c1ccccc1	mol23475
COc1ccc(/C=C/C(=O)O)cc1Cl	mol23476
CC(C)(CC(=O)O)c1cccc(Cl)c1	mol23477
CC(C)(CC(=O)O)c1ccc(Cl)cc1	mol23478
CCC(CC(=O)O)c1ccc(Cl)cc1	mol23479
O=C(O)CNC(=O)c1ccccc1Cl	mol23480
O=C(O)Cc1cccc(Br)c1	mol23481
O=C(O)/C=C/Sc1ccc(Cl)cc1	mol23482
O=C(O)/C=C\Sc1ccc(Cl)cc1	mol23483
O=C(O)CCS(=O)(=O)c1ccccc1	mol23484
O=C(O)/C(=C/c1ccco1)c1ccccc1	mol23485
O=C(O)/C(=C\c1ccco1)c1ccccc1	mol23486
O=C(O)/C=C/c1ccc(-c2ccccc2)o1	mol23487
O=C(O)/C(Cl)=C(\Cl)c1ccccc1	mol23488
O=C(O)/C=C/c1ccc(Cl)c(Cl)c1	mol23489
O=C(O)/C(Cl)=C(/Cl)c1ccccc1	mol23490
O=C(O)Cc1ccc(S(=O)(=O)O)cc1	mol23491
O=C(O)CNc1cc(Cl)cc(Cl)c1	mol23492
C/C=C/Oc1ccc(/C=C(\C)C(=O)O)cc1	mol23493
CCC/C(=C\c1ccc(OC)cc1)C(=O)O	mol23494
C/C(=C\c1ccc(OC(C)C)cc1)C(=O)O	mol23495
CCC/C(=C\c1cccc(OC)c1)C(=O)O	mol23496
CC(C)COc1ccc(/C=C/C(=O)O)cc1	mol23497
CCCC(C)c1ccc(C(C)C(=O)O)cc1	mol23498
CC(Cc1ccc(C(C)(C)C)cc1)C(=O)O	mol23499
CC(C)Cc1ccc(CC(C)C(=O)O)cc1	mol23500
CCC(C)c1ccc(C(C)CC(=O)O)cc1	mol23501
CC/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)O	mol23502
CC/C(=C\c1cccc([N+](=O)[O-])c1)C(=O)O	mol23503
CCC(C(=O)O)N(C(C)=O)c1ccccc1	mol23504
CC(=O)N(c1ccccc1C)C(C)C(=O)O	mol23505
CC(C)Oc1ccc(CC(C)C(=O)O)cc1	mol23506
Cc1cc(CCC(=O)O)cc(C)c1[N+](=O)[O-]	mol23507
CC(C)(CC(=O)O)c1cccc([N+](=O)[O-])c1	mol23508
CC(C)(CC(=O)O)c1ccc([N+](=O)[O-])cc1	mol23509
CCC/C(=C\c1ccc(Cl)cc1)C(=O)O	mol23510
CCC/C(=C\c1cccc(Cl)c1)C(=O)O	mol23511
COc1cc(/C=C/C(=O)O)cc(OC)c1O	mol23512
Cc1cc(NCC(=O)O)cc(C)c1[N+](=O)[O-]	mol23513
O=C(O)/C(=C/c1ccccc1)c1ccccc1	mol23514
O=C(O)/C(=C\c1ccccc1)c1ccccc1	mol23515
O=C(O)/C=C\Sc1cccc([N+](=O)[O-])c1	mol23516
O=C(O)/C=C/Sc1cccc([N+](=O)[O-])c1	mol23517
O=C(O)/C=C/Sc1ccc([N+](=O)[O-])cc1	mol23518
O=C(O)/C=C\Sc1ccc([N+](=O)[O-])cc1	mol23519
Cc1cc(OCC(=O)O)cc(C)c1[N+](=O)[O-]	mol23520
O=C(O)/C=C/c1cccc(Br)c1	mol23521
O=C(O)/C=C(/Br)c1ccccc1	mol23522
O=C(O)/C=C\c1ccccc1Br	mol23523
O=C(O)/C(Br)=C/c1ccccc1	mol23524
O=C(O)/C(Br)=C\c1ccccc1	mol23525
O=C(O)/C=C(\Br)c1ccccc1	mol23526
O=C(O)Cc1c(F)c(F)c(F)c(F)c1F	mol23527
O=C(O)Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1	mol23528
Cc1ccc(S(=O)(=O)/C=C/C(=O)O)cc1	mol23529
COc1ccc([S+]([O-])/C=C\C(=O)O)cc1	mol23530
COc1ccc([S+]([O-])/C=C/C(=O)O)cc1	mol23531
Cc1ccc(S(=O)(=O)/C=C\C(=O)O)cc1	mol23532
CCCC(CC(=O)O)c1ccc(Cl)cc1	mol23533
O=C(O)CCc1ccc(-c2ccccc2)cc1	mol23534
NCc1ccc(Cc2ccc(CN)cc2)cc1	mol23535
O=C(O)CN(C(=O)CCl)c1ccccc1	mol23536
O=C(O)CCc1cccc(Br)c1	mol23537
CC(C(=O)O)c1ccc(Br)cc1	mol23538
O=C(O)/C=C/c1ccc(S(=O)(=O)O)cc1	mol23539
COc1ccc(CC(C)C(=O)O)cc1Cl	mol23540
O=C(O)Cc1ccc(Oc2ccccc2)cc1	mol23541
O=C(O)COc1ccc(-c2ccccc2)cc1	mol23542
Cc1ccc(/C(=C\c2ccco2)C(=O)O)cc1	mol23543
