smiles	molid
Nc1cc(O)cc(C(=O)O)c1	mol22697
Nc1cc(C(=O)O)ccc1O	mol22698
O=C(O)c1cc(C(=O)O)[nH]n1	mol22699
N#CCc1cccc(C(=O)O)c1	mol22700
[N-]=[N+]=Nc1ccc(C(=O)O)cc1	mol22701
[N-]=[N+]=Nc1cccc(C(=O)O)c1	mol22702
[N-]=[N+]=Nc1ccccc1C(=O)O	mol22703
O=CNc1cccc(C(=O)O)c1	mol22704
O=CNc1ccc(C(=O)O)cc1	mol22705
CNCc1ccc(C(=O)O)cc1	mol22706
NCCc1ccc(C(=O)O)cc1	mol22707
O=Cc1ccc(O)c(C(=O)O)c1	mol22708
O=C(O)c1ccc(B(O)O)cc1	mol22709
O=C(O)c1cccc(B(O)O)c1	mol22710
COCc1cccc(C(=O)O)c1	mol22711
COc1cc(C)cc(C(=O)O)c1	mol22712
COc1ccc(N)cc1C(=O)O	mol22713
CSc1cccc(C(=O)O)c1	mol22714
Cc1cc(O)c(C(=O)O)c(O)c1	mol22715
Cc1cc(F)cc(C)c1C(=O)O	mol22716
O=C(O)c1cccc(CBr)c1	mol22717
O=C(O)c1cccc(CCl)c1	mol22718
Cc1cc(Cl)cc(C(=O)O)c1	mol22719
Nc1ccc(Cl)c(C(=O)O)c1	mol22720
Nc1cc(Cl)cc(C(=O)O)c1	mol22721
Nc1cc(C(=O)O)ccc1Cl	mol22722
O=C(O)c1cccc(O)c1Cl	mol22723
O=C(O)c1cc(O)ccc1Cl	mol22724
O=C(O)c1cc(O)cc(Cl)c1	mol22725
O=C(O)c1cccc(Cl)c1O	mol22726
N#Cc1cc(C#N)cc(C(=O)O)c1	mol22727
O=C(O)c1c(F)cccc1Cl	mol22728
Cc1cc(C(=O)O)cc(C)c1C#N	mol22729
O=C(O)c1cccc(C2CCC2)c1	mol22730
Cc1cc(C(=O)O)c(C)c(C)c1C	mol22731
CCc1cc(CC)cc(C(=O)O)c1	mol22732
Cc1cc(C)c(C(=O)O)c(C)c1C	mol22733
CCc1cccc(CC)c1C(=O)O	mol22734
O=C(O)c1cccc(N=C=S)c1	mol22735
O=C(O)c1ccc(N=C=S)cc1	mol22736
C=COc1cc(N)ccc1C(=O)O	mol22737
CN(C)Cc1ccc(C(=O)O)cc1	mol22738
O=C(O)COc1ccc(C(=O)O)cc1	mol22739
O=C(O)Cc1ccc(C(=O)O)c(O)c1	mol22740
O=C(O)COc1cccc(C(=O)O)c1	mol22741
O=C(O)/C=C/c1ccc(O)cc1O	mol22742
O=C(O)Cc1ccc(C(=O)O)cc1	mol22743
O=C(O)Cc1cccc(C(=O)O)c1	mol22744
O=C(O)Cc1ccccc1C(=O)O	mol22745
COC(=O)c1ccccc1C(=O)O	mol22746
COC(=O)c1cccc(C(=O)O)c1	mol22747
COC(=O)c1ccc(C(=O)O)cc1	mol22748
Cc1cccc(C(=O)O)c1C(=O)O	mol22749
Cc1cc(C(=O)O)cc(C(=O)O)c1	mol22750
NC(=O)Nc1cccc(C(=O)O)c1	mol22751
NC(=O)Nc1ccc(C(=O)O)cc1	mol22752
CC(C)(O)c1ccc(C(=O)O)cc1	mol22753
CC(C)(O)c1cccc(C(=O)O)c1	mol22754
COc1c(C)cc(C(=O)O)cc1C	mol22755
COc1cc(C)c(C(=O)O)c(C)c1	mol22756
C[N+](C)(C)c1ccc(C(=O)O)cc1	mol22757
C[N+](C)(C)c1ccccc1C(=O)O	mol22758
Nc1ccc(C(=O)O)c(C(=O)O)c1	mol22759
Nc1cc(C(=O)O)ccc1C(=O)O	mol22760
Nc1cc(C(=O)O)cc(C(=O)O)c1	mol22761
Nc1cccc(C(=O)O)c1C(=O)O	mol22762
Cc1cc(C(=O)O)cc([N+](=O)[O-])c1	mol22763
Cc1cc(N)c(C)c(C(=O)O)c1O	mol22764
O=C(O)c1cccc(C(=O)O)c1O	mol22765
O=C(O)c1cccc(O)c1C(=O)O	mol22766
O=C(O)c1cc(O)cc(C(=O)O)c1	mol22767
COCOc1ccccc1C(=O)O	mol22768
O=C(O)c1cc(CO)cc(CO)c1	mol22769
COc1ccc(OC)c(C(=O)O)c1	mol22770
O=C(O)c1ccc([N+](=O)[O-])c(O)c1	mol22771
C[S+](C)c1ccccc1C(=O)O	mol22772
O=C(O)c1cc(F)cc(C(=O)O)c1	mol22773
C[S+]([O-])c1ccccc1C(=O)O	mol22774
C[S+]([O-])c1ccc(C(=O)O)cc1	mol22775
COc1cccc(Cl)c1C(=O)O	mol22776
COc1cc(C(=O)O)ccc1Cl	mol22777
COc1ccc(Cl)c(C(=O)O)c1	mol22778
Cc1ccc(C(=O)O)c2ccccc12	mol22779
Cc1cccc2c(C(=O)O)cccc12	mol22780
Cc1ccc2c(C(=O)O)cccc2c1	mol22781
Cc1ccc2cccc(C(=O)O)c2c1	mol22782
Cc1cccc2cccc(C(=O)O)c12	mol22783
Cc1cc(C(=O)O)cc2ccccc12	mol22784
Cc1ccc2cc(C(=O)O)ccc2c1	mol22785
Cc1ccc2ccc(C(=O)O)cc2c1	mol22786
Cc1cccc2ccc(C(=O)O)cc12	mol22787
Nc1ccc(C(=O)O)c2ccccc12	mol22788
Nc1cccc2c(C(=O)O)cccc12	mol22789
Nc1ccc2ccc(C(=O)O)cc2c1	mol22790
Nc1c(C(=O)O)ccc2ccccc12	mol22791
O=C(O)c1ccc(OC(F)F)cc1	mol22792
O=C(O)c1cccc(OC(F)F)c1	mol22793
O=C(O)c1ccc(O)c2ccccc12	mol22794
O=C(O)c1cccc2c(O)cccc12	mol22795
O=C(O)c1cccc2cc(O)ccc12	mol22796
O=C(O)c1cccc2cccc(O)c12	mol22797
O=C(O)c1ccc2ccccc2c1O	mol22798
O=C(O)c1ccc2c(O)cccc2c1	mol22799
O=C(O)c1ccc2ccc(O)cc2c1	mol22800
O=C(O)c1ccc2cccc(O)c2c1	mol22801
O=C(O)c1ccc(C2=CCCC2)cc1	mol22802
O=C(O)c1cccc(C2=CCCC2)c1	mol22803
O=C(O)c1ccccc1C(F)(F)F	mol22804
O=C(O)c1ccc(C(F)(F)F)cc1	mol22805
O=C(O)c1ccc2cc(F)ccc2c1	mol22806
O=C(O)c1ccc2ccc(F)cc2c1	mol22807
O=C(O)c1ccc2cccc(F)c2c1	mol22808
O=C(O)c1cccc(C2CCCC2)c1	mol22809
CC(C)=C(C)c1ccc(C(=O)O)cc1	mol22810
CC(C)=C(C)c1cccc(C(=O)O)c1	mol22811
O=C(O)c1ccc(N2CCCC2)cc1	mol22812
Cc1c(C)c(C)c(C(=O)O)c(C)c1C	mol22813
CCC(C)(C)c1ccc(C(=O)O)cc1	mol22814
CCC(C)(C)c1ccccc1C(=O)O	mol22815
CC(C)(C)Cc1cccc(C(=O)O)c1	mol22816
CCC(C)(C)c1cccc(C(=O)O)c1	mol22817
CC(C)(C)Cc1ccc(C(=O)O)cc1	mol22818
CC(=O)N(C)c1ccccc1C(=O)O	mol22819
CN(C)C(=O)c1ccc(C(=O)O)cc1	mol22820
CCN(CC)c1ccc(C(=O)O)cc1	mol22821
COC(=O)c1ccccc1CC(=O)O	mol22822
COC(=O)Cc1ccccc1C(=O)O	mol22823
CCOC(=O)c1cccc(C(=O)O)c1	mol22824
CCOC(=O)c1ccc(C(=O)O)cc1	mol22825
COC(=O)c1cccc(C)c1C(=O)O	mol22826
C[Si](C)(C)c1ccccc1C(=O)O	mol22827
Cc1ccc(C(C)C)c(C(=O)O)c1O	mol22828
C[N+](C)(C)Cc1cccc(C(=O)O)c1	mol22829
C[N+](C)(C)Cc1ccc(C(=O)O)cc1	mol22830
O=C(O)c1c(F)c(F)nc(F)c1F	mol22831
O=Cc1cc(C(=O)O)cc([N+](=O)[O-])c1	mol22832
O=Cc1ccc([N+](=O)[O-])cc1C(=O)O	mol22833
Cc1cc(C(=O)O)cc(C)c1[N+](=O)[O-]	mol22834
COC(=O)c1ccc(C(=O)O)c(N)c1	mol22835
Cc1cc([N+](=O)[O-])cc(C)c1C(=O)O	mol22836
CC(=O)Nc1ccc(O)c(C(=O)O)c1	mol22837
CC(=O)Sc1cccc(C(=O)O)c1	mol22838
CC(=O)Sc1ccccc1C(=O)O	mol22839
CC(=O)Sc1ccc(C(=O)O)cc1	mol22840
COC(=O)c1ccc(O)c(C(=O)O)c1	mol22841
COc1c(C(=O)O)cccc1C(=O)O	mol22842
COc1cc(C(=O)O)cc(C(=O)O)c1	mol22843
COCOc1c(C)cccc1C(=O)O	mol22844
COc1cc(C(=O)O)ccc1[N+](=O)[O-]	mol22845
COc1cc(C(=O)O)cc([N+](=O)[O-])c1	mol22846
COc1cccc([N+](=O)[O-])c1C(=O)O	mol22847
N#Cc1cc(C(=O)O)c2ccccc2c1	mol22848
N#Cc1ccc(C(=O)O)c2ccccc12	mol22849
N#Cc1cccc2c(C(=O)O)cccc12	mol22850
N#Cc1ccc2c(C(=O)O)cccc2c1	mol22851
N#Cc1ccc2cccc(C(=O)O)c2c1	mol22852
N#Cc1cc(C(=O)O)cc2ccccc12	mol22853
N#Cc1cccc2cc(C(=O)O)ccc12	mol22854
N#Cc1ccc2cc(C(=O)O)ccc2c1	mol22855
N#Cc1ccc2ccc(C(=O)O)cc2c1	mol22856
N#Cc1cccc2ccc(C(=O)O)cc12	mol22857
O=C(O)c1cccc(-c2ccccc2)c1	mol22858
O=C(O)c1ccc(S)c([N+](=O)[O-])c1	mol22859
O=C(O)c1cc(Cl)cc(C(=O)O)c1	mol22860
CS(=O)(=O)c1ccccc1C(=O)O	mol22861
O=Cc1cccc2cccc(C(=O)O)c12	mol22862
O=C(O)c1cccc(Cl)c1[N+](=O)[O-]	mol22863
O=C(O)c1ccc([N+](=O)[O-])c(Cl)c1	mol22864
O=C(O)c1cc(Cl)ccc1[N+](=O)[O-]	mol22865
O=C(O)c1ccc(Cl)cc1[N+](=O)[O-]	mol22866
O=C(O)c1cccc(S(=O)(=O)O)c1	mol22867
O=C(O)c1ccccc1S(=O)(=O)O	mol22868
COc1cccc2c(C(=O)O)cccc12	mol22869
COc1ccc2c(C(=O)O)cccc2c1	mol22870
COc1ccc2cccc(C(=O)O)c2c1	mol22871
COc1cccc2cccc(C(=O)O)c12	mol22872
COc1cc(C(=O)O)cc2ccccc12	mol22873
COc1cccc2cc(C(=O)O)ccc12	mol22874
COc1ccc2cc(C(=O)O)ccc2c1	mol22875
COc1ccc2ccc(C(=O)O)cc2c1	mol22876
COc1cccc2ccc(C(=O)O)cc12	mol22877
O=C(O)c1cccc(C2=CCCCC2)c1	mol22878
O=C(O)c1ccc(C2=CCCCC2)cc1	mol22879
O=C(O)c1cccc(S(=O)(=O)F)c1	mol22880
O=C(O)c1ccc(S(=O)(=O)F)cc1	mol22881
O=C(O)c1ccc2cccc(O)c2c1O	mol22882
O=C(O)c1ccc(O)c2c(O)cccc12	mol22883
O=C(O)c1cccc(C2CCCCC2)c1	mol22884
O=C(O)c1ccc(N2CCCCC2)cc1	mol22885
O=C(O)c1c(Cl)ccc(O)c1Cl	mol22886
O=C(O)c1cc(Cl)cc2ccccc12	mol22887
O=C(O)c1cccc2c(Cl)cccc12	mol22888
O=C(O)c1cccc2cc(Cl)ccc12	mol22889
O=C(O)c1cccc2ccc(Cl)cc12	mol22890
O=C(O)c1cccc2cccc(Cl)c12	mol22891
O=C(O)c1cc(Cl)c2ccccc2c1	mol22892
O=C(O)c1ccc2cc(Cl)ccc2c1	mol22893
O=C(O)c1ccc2ccc(Cl)cc2c1	mol22894
O=C(O)c1ccc2cccc(Cl)c2c1	mol22895
O=C(O)c1ccc(OC(F)(F)F)cc1	mol22896
O=C(O)c1cccc(OC(F)(F)F)c1	mol22897
O=C(O)C/C(=C/c1ccccc1)C(=O)O	mol22898
CC(C)(C)C(=O)c1ccc(C(=O)O)cc1	mol22899
CC(C)(C)C(=O)c1cccc(C(=O)O)c1	mol22900
CC(C)(C)/N=N/c1ccc(C(=O)O)cc1	mol22901
CC(C)(C)/N=N/c1cccc(C(=O)O)c1	mol22902
CC(C)c1cc(C(=O)O)cc(C(C)C)c1	mol22903
CC(C)C(=O)Nc1cccc(C(=O)O)c1	mol22904
CC(C)C(=O)Nc1ccc(C(=O)O)cc1	mol22905
CCOC(=O)Cc1ccccc1C(=O)O	mol22906
C[Si](C)(C)Cc1ccc(C(=O)O)cc1	mol22907
C[Si](C)(C)Cc1cccc(C(=O)O)c1	mol22908
Cc1ccc(C(C)(C)C)c(O)c1C(=O)O	mol22909
C[N+](C)(C)CCc1ccc(C(=O)O)cc1	mol22910
CC[N+](C)(CC)c1cccc(C(=O)O)c1	mol22911
NC(=O)c1cc(C(=O)O)ccc1C(=O)O	mol22912
NC(=O)c1ccc(C(=O)O)cc1C(=O)O	mol22913
CCOC(=O)Nc1ccc(C(=O)O)cc1	mol22914
CN(C)c1cc(C(=O)O)ccc1C(=O)O	mol22915
CCOC(=O)Nc1cccc(C(=O)O)c1	mol22916
CNc1cc(C(=O)OC)ccc1C(=O)O	mol22917
CCCc1ccc(C(=O)O)cc1[N+](=O)[O-]	mol22918
CC(C)c1ccc(C(=O)O)cc1[N+](=O)[O-]	mol22919
CN(C)c1ccc(C(=O)O)c(C(=O)O)c1	mol22920
CC(C)(C)Oc1cc(N)ccc1C(=O)O	mol22921
Cc1cc(C(=O)O)c(C)c(C(=O)O)c1O	mol22922
CCOc1ccc(C(=O)O)cc1OCC	mol22923
CCOc1cccc(OCC)c1C(=O)O	mol22924
CCCOc1cccc(OCCC)c1C(=O)O	mol22925
O=C(O)c1cc(C(=O)O)cc([N+](=O)[O-])c1	mol22926
O=Cc1cc(C(=O)O)c(O)c([N+](=O)[O-])c1	mol22927
Cc1ccc(-c2ccc(C(=O)O)cc2)cc1	mol22928
O=C(O)c1ccc(Cc2ccccc2)cc1	mol22929
Cc1ccccc1-c1ccc(C(=O)O)cc1	mol22930
O=C(O)c1cccc(Cc2ccccc2)c1	mol22931
O=C(CCl)Nc1ccc(C(=O)O)cc1	mol22932
CC(=O)Nc1cc(Cl)cc(C(=O)O)c1	mol22933
O=C(CCl)Nc1cccc(C(=O)O)c1	mol22934
COc1cc(C(=O)O)c([N+](=O)[O-])cc1O	mol22935
COc1cc(C(=O)O)c(O)cc1[N+](=O)[O-]	mol22936
COc1c(O)cc(C(=O)O)cc1[N+](=O)[O-]	mol22937
O=C(O)c1ccc(Nc2ccccc2)cc1	mol22938
Nc1ccc(-c2ccc(C(=O)O)cc2)cc1	mol22939
O=C(O)c1ccc(CBr)cc1	mol22940
COC(=O)c1cc(Cl)cc(C(=O)O)c1	mol22941
CS(=O)(=O)Cc1ccc(C(=O)O)cc1	mol22942
CS(=O)(=O)Cc1cccc(C(=O)O)c1	mol22943
O=C(O)c1ccc(-c2ccc(O)cc2)cc1	mol22944
O=C(O)c1ccc(C[n+]2ccccc2)cc1	mol22945
O=C(O)c1cccc(C[n+]2ccccc2)c1	mol22946
Nc1ccc(Br)c(C(=O)O)c1	mol22947
CS(=O)(=O)Nc1cccc(C(=O)O)c1	mol22948
CS(=O)(=O)Nc1ccc(C(=O)O)cc1	mol22949
CN(C)c1ccc2cc(C(=O)O)ccc2c1	mol22950
CN(C)c1ccc2ccc(C(=O)O)cc2c1	mol22951
O=C(O)c1ccc(O)c(Br)c1	mol22952
O=C(O)c1ccc(Br)c(O)c1	mol22953
CS(=O)(=O)Oc1cccc(C(=O)O)c1	mol22954
CS(=O)(=O)c1ccc(O)c(C(=O)O)c1	mol22955
CS(=O)(=O)Oc1ccc(C(=O)O)cc1	mol22956
O=C(O)c1cccc2cccc(C(=O)O)c12	mol22957
CC(=O)c1cccc2cccc(C(=O)O)c12	mol22958
O=C(O)c1cc([N+](=O)[O-])cc(Cl)c1O	mol22959
O=C(O)c1cccc2c([N+](=O)[O-])cccc12	mol22960
O=C(O)c1cccc2cc([N+](=O)[O-])ccc12	mol22961
O=C(O)c1cccc2ccc([N+](=O)[O-])cc12	mol22962
O=C(O)c1cccc2cccc([N+](=O)[O-])c12	mol22963
O=C(O)c1cc([N+](=O)[O-])c2ccccc2c1	mol22964
O=C(O)c1ccc2c([N+](=O)[O-])cccc2c1	mol22965
O=C(O)c1ccc2cc([N+](=O)[O-])ccc2c1	mol22966
O=C(O)c1ccc2ccc([N+](=O)[O-])cc2c1	mol22967
O=C(O)c1ccc2cccc([N+](=O)[O-])c2c1	mol22968
Cc1c(C(=O)O)cc(O)c2c(O)cccc12	mol22969
Cc1n[nH]c(=O)n1-c1ccc(C(=O)O)cc1	mol22970
CCC(CC)(CC)c1ccc(C(=O)O)cc1	mol22971
CCC(CC)(CC)c1cccc(C(=O)O)c1	mol22972
CC(C)(C)C(=O)Nc1ccccc1C(=O)O	mol22973
O=C(O)c1ccc(SC(F)(F)F)cc1	mol22974
O=C(O)c1cccc(SC(F)(F)F)c1	mol22975
O=C(O)c1ccc(C#Cc2ccccc2)cc1	mol22976
O=C(O)c1cccc(C#Cc2ccccc2)c1	mol22977
CC(=O)Nc1cc(C(=O)O)cc(C(=O)O)c1	mol22978
CC(=O)Nc1cc(C(=O)O)ccc1C(=O)O	mol22979
N#Cc1ccc(-c2ccc(C(=O)O)cc2)cc1	mol22980
N#Cc1ccccc1-c1ccc(C(=O)O)cc1	mol22981
CC(C)(C)c1ccc(C(=O)O)cc1[N+](=O)[O-]	mol22982
O=C(O)c1cc(Cl)cc(Cl)c1Cl	mol22983
O=C(O)c1cc(Cl)c(Cl)c(Cl)c1	mol22984
CC(=O)Oc1c(C(=O)O)cccc1C(=O)O	mol22985
COC(=O)c1ccc(C(=O)O)c(C(=O)O)c1	mol22986
CC(=O)Oc1cc(C(=O)O)cc(C(=O)O)c1	mol22987
COC(=O)c1ccc(C(=O)O)cc1C(=O)O	mol22988
COC(=O)c1cc(C(=O)O)ccc1C(=O)O	mol22989
CC(=O)Nc1cc(C(=O)O)cc([N+](=O)[O-])c1	mol22990
CC(=O)Nc1ccc(C(=O)O)cc1[N+](=O)[O-]	mol22991
O=C(O)c1cccc2c1Cc1ccccc1C2	mol22992
N#Cc1ccc(C(=O)O)cc1Br	mol22993
O=C(O)c1cccc(/N=C/c2ccccc2)c1	mol22994
COCOc1c(C(=O)O)cccc1C(=O)O	mol22995
COc1cc(C(=O)O)c(C(=O)O)cc1OC	mol22996
O=C(O)c1ccc(C(=O)c2ccccc2)cc1	mol22997
O=C(O)c1cccc(C(=O)c2ccccc2)c1	mol22998
O=C(O)c1ccc(/N=N/c2ccccc2)cc1	mol22999
O=C(O)c1cccc(/N=N/c2ccccc2)c1	mol23000
COc1cc(C(=O)O)c(OC)c([N+](=O)[O-])c1	mol23001
COc1cc(C(=O)O)c([N+](=O)[O-])cc1OC	mol23002
COc1ccc(C(=O)O)c([N+](=O)[O-])c1OC	mol23003
COCOc1c(C(=O)O)cccc1[N+](=O)[O-]	mol23004
Cc1cc(Br)cc(C)c1C(=O)O	mol23005
COc1ccccc1-c1ccc(C(=O)O)cc1	mol23006
O=C(O)c1ccc(COc2ccccc2)cc1	mol23007
COc1ccc(-c2ccc(C(=O)O)cc2)cc1	mol23008
COc1ccccc1-c1ccccc1C(=O)O	mol23009
O=C(O)c1cccc(COc2ccccc2)c1	mol23010
O=C(O)c1cc(Br)cc(CO)c1	mol23011
COc1cc(Br)cc(C(=O)O)c1	mol23012
COc1ccc(C(=O)O)cc1Br	mol23013
COC(=O)c1cc(Cl)c(O)c(C(=O)O)c1	mol23014
O=C(O)c1ccc(C23CCC(CC2)CC3)cc1	mol23015
O=C(O)c1ccc(S)c(Br)c1	mol23016
O=C(O)c1cc(Br)c(O)cc1O	mol23017
O=C(O)c1ccc(-c2ccccc2Cl)cc1	mol23018
O=C(O)c1ccccc1-c1ccccc1Cl	mol23019
O=C(O)c1ccc(-c2ccc(Cl)cc2)cc1	mol23020
O=C(O)c1ccc(NC(=O)C(F)(F)F)cc1	mol23021
O=C(O)c1ccccc1NC(=O)C(F)(F)F	mol23022
O=C(O)c1cccc(NC(=O)C(F)(F)F)c1	mol23023
Cc1cc(C(=O)O)cc(C)c1/N=N/C(C)(C)C	mol23024
CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1	mol23025
CC(=O)Nc1cccc(NC(C)=O)c1C(=O)O	mol23026
CC[Si](CC)(CC)c1ccc(C(=O)O)cc1	mol23027
CC[N+](CC)(CC)c1ccc(C(=O)O)cc1	mol23028
COC(=O)c1ccc(C(=O)O)c(NC(C)=O)c1	mol23029
COC(=O)c1ccc(C(=O)O)cc1NC(C)=O	mol23030
CC(=O)N(C)c1cc(C(=O)O)ccc1C(=O)O	mol23031
O=C(O)c1ccc(C(Cl)(Cl)Cl)cc1	mol23032
O=C(O)c1cccc(C(Cl)(Cl)Cl)c1	mol23033
O=C(O)c1c(F)c(F)c(C(=O)O)c(F)c1F	mol23034
O=C(O)c1c(F)c(F)c(F)c(F)c1C(=O)O	mol23035
O=C(O)c1c(F)c(F)c(F)c(C(=O)O)c1F	mol23036
O=C(O)c1cccc(OC(F)(F)C(F)F)c1	mol23037
O=C(O)c1ccc(OC(F)(F)C(F)F)cc1	mol23038
COC(=O)c1ccc(C(=O)O)cc1C(=O)OC	mol23039
CCc1cc(CC)c(OC)c(C(=O)O)c1OC	mol23040
CC(C)Oc1cccc(OC(C)C)c1C(=O)O	mol23041
CCCCOc1cccc(OCCCC)c1C(=O)O	mol23042
C[N+](C)(C)c1cc(C(=O)O)cc([N+](C)(C)C)c1	mol23043
COc1ccc(/C=[N+](\C)[O-])c(C(=O)O)c1OC	mol23044
O=C(O)c1cccc2c(Cl)ccc(Cl)c12	mol23045
O=C(O)c1cccc2c(Cl)cc(Cl)cc12	mol23046
O=C(O)c1ccc(Cl)c2ccc(Cl)cc12	mol23047
O=C(O)c1ccc(Cl)c2cc(Cl)ccc12	mol23048
O=C(O)c1ccc(Cl)c2c(Cl)cccc12	mol23049
O=C(O)c1ccc(Cl)c2cccc(Cl)c12	mol23050
COC(=O)c1c(C(=O)O)ccc(OC)c1OC	mol23051
COC(=O)c1ccc(OC)c(OC)c1C(=O)O	mol23052
O=C(c1ccccc1)c1ccc(-c2ccccc2C(=O)O)cc1	mol23053
O=C(Cc1ccccc1C(=O)O)c1ccccc1	mol23054
NC(=O)c1ccccc1-c1ccc(C(=O)O)cc1	mol23055
O=C(O)c1ccc(C(=O)Nc2ccccc2)cc1	mol23056
O=C(Nc1ccccc1C(=O)O)c1ccccc1	mol23057
O=C(O)c1ccc(NC(=O)c2ccccc2)cc1	mol23058
O=C(O)c1cccc(NC(=O)c2ccccc2)c1	mol23059
O=C(O)c1ccc(-c2ccccc2C(=O)O)cc1	mol23060
O=C(O)c1cccc(OC(=O)c2ccccc2)c1	mol23061
O=C(O)c1ccccc1-c1ccccc1C(=O)O	mol23062
O=C(O)c1ccc(OC(=O)c2ccccc2)cc1	mol23063
O=C(O)c1ccc(-c2ccccc2[N+](=O)[O-])cc1	mol23064
O=C(O)c1ccccc1-c1ccccc1[N+](=O)[O-]	mol23065
O=C(O)c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1	mol23066
O=C(O)c1cc(Br)cc(C(=O)O)c1	mol23067
O=C(O)c1cc(Br)ccc1[N+](=O)[O-]	mol23068
O=C(O)c1cccc([N+](=O)[O-])c1Br	mol23069
O=C(O)c1cc(Br)cc([N+](=O)[O-])c1	mol23070
O=C(O)c1cccc(Br)c1[N+](=O)[O-]	mol23071
O=C(O)c1ccc(Br)cc1[N+](=O)[O-]	mol23072
O=C(O)c1cc([N+](=O)[O-])ccc1Br	mol23073
O=C(O)c1ccc([N+](=O)[O-])c(Br)c1	mol23074
CS(=O)(=O)c1cc(C(=O)O)cc([N+](=O)[O-])c1	mol23075
CSc1ccc(C(=O)O)cc1Br	mol23076
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1Cl	mol23077
O=C(O)c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1	mol23078
N#Cc1cccc2cc3cccc(C(=O)O)c3cc12	mol23079
O=C(O)c1cc(O)c(O)c(O)c1Br	mol23080
O=C(O)c1cccc(S(F)(F)(F)(F)F)c1	mol23081
O=C(O)c1ccc(S(F)(F)(F)(F)F)cc1	mol23082
O=C(O)c1cccc2c3c4ccccc4c(c12)CC3	mol23083
O=C(O)c1c(-c2ccccc2)ccc2ccccc12	mol23084
O=C(O)c1c(Br)ccc(O)c1Cl	mol23085
O=C(O)c1c(Cl)ccc(O)c1Br	mol23086
O=C(O)c1cc(Br)cc2ccccc12	mol23087
O=C(O)c1cccc2c(Br)cccc12	mol23088
O=C(O)c1cccc2cc(Br)ccc12	mol23089
O=C(O)c1cccc2cccc(Br)c12	mol23090
O=C(O)c1cc(Br)c2ccccc2c1	mol23091
O=C(O)c1ccc2c(Br)cccc2c1	mol23092
O=C(O)c1ccc2cc(Br)ccc2c1	mol23093
O=C(O)c1ccc2ccc(Br)cc2c1	mol23094
O=C(O)c1ccc2cccc(Br)c2c1	mol23095
CS(=O)(=O)c1cc(C(=O)O)c2ccccc2c1	mol23096
CS(=O)(=O)c1ccc(C(=O)O)c2ccccc12	mol23097
CS(=O)(=O)c1cccc2c(C(=O)O)cccc12	mol23098
CS(=O)(=O)c1ccc2c(C(=O)O)cccc2c1	mol23099
CS(=O)(=O)c1ccc2cccc(C(=O)O)c2c1	mol23100
CS(=O)(=O)c1cccc2cccc(C(=O)O)c12	mol23101
CS(=O)(=O)c1c(C(=O)O)ccc2ccccc12	mol23102
CS(=O)(=O)c1cc(C(=O)O)cc2ccccc12	mol23103
CS(=O)(=O)c1cccc2cc(C(=O)O)ccc12	mol23104
CS(=O)(=O)c1ccc2cc(C(=O)O)ccc2c1	mol23105
CS(=O)(=O)c1ccc2ccc(C(=O)O)cc2c1	mol23106
CS(=O)(=O)c1cccc2ccc(C(=O)O)cc12	mol23107
CCCCCCCCOc1cccc(C(=O)O)c1	mol23108
COc1cccc2cc3cccc(C(=O)O)c3cc12	mol23109
O=C(O)c1cccc(S(=O)(=O)C(F)(F)F)c1	mol23110
O=C(O)c1ccc(S(=O)(=O)C(F)(F)F)cc1	mol23111
O=C(O)c1ccc(OC(F)(F)C(F)Cl)cc1	mol23112
O=C(O)c1cccc(OC(F)(F)C(F)Cl)c1	mol23113
O=C(O)c1ccc(SC(F)(F)C(F)F)cc1	mol23114
O=C(O)c1cccc(SC(F)(F)C(F)F)c1	mol23115
O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1C(=O)O	mol23116
O=C(O)c1cc(C(=O)O)c(C(=O)O)c(C(=O)O)c1	mol23117
Cc1cccc(C)c1/N=N/c1ccc(C(=O)O)cc1	mol23118
Cc1cc(C(=O)O)cc(C)c1/N=N/c1ccccc1	mol23119
CCOc1cc(C(=O)O)cc(OCC)c1OCC	mol23120
COc1cc([N+](=O)[O-])c(C=O)c(C(=O)O)c1OC	mol23121
Cc1ccc(C(=O)Nc2ccccc2C(=O)O)cc1	mol23122
COc1ccc(/C=N\c2ccc(C(=O)O)cc2)cc1	mol23123
Cc1ccc(NC(=O)c2ccc(C(=O)O)cc2)cc1	mol23124
Cc1ccc(C(=O)Nc2ccc(C(=O)O)cc2)cc1	mol23125
Cc1cccc(C(=O)Nc2ccc(C(=O)O)cc2)c1	mol23126
C=COc1ccc(Nc2ccccc2C(=O)O)cc1	mol23127
O=C(O)c1cccc2cc3cccc(Cl)c3cc12	mol23128
Cc1c(C)c(C(=O)O)c([N+](=O)[O-])c([N+](=O)[O-])c1O	mol23129
COC(=O)c1ccccc1-c1ccccc1C(=O)O	mol23130
COC(=O)c1ccccc1-c1ccc(C(=O)O)cc1	mol23131
Cc1ccc(O)c(/N=N/c2ccc(C(=O)O)cc2)c1	mol23132
C[Si](C)(c1ccccc1)c1ccc(C(=O)O)cc1	mol23133
